year,month,manufacturer,model,body_type,energy_type,sales
2024,1,上汽集团,荣威Ei5,MPV,新能源,110
2024,1,长安马自达,马自达CX-30,SUV,燃油,106
2024,1,北京现代,菲斯塔,三厢车,燃油,106
2024,1,吉利汽车,嘉际,MPV,燃油,106
2024,1,上汽通用雪佛兰,畅巡,其他,新能源,102
2024,1,一汽海马,海马7X,MPV,燃油,99
2024,1,东风日产,启辰D60,三厢车,燃油,94
2024,1,北汽新能源,极狐 考拉,MPV,新能源,92
2024,1,星途,星途追风,SUV,燃油,91
2024,1,上汽大众斯柯达,柯迪亚克,SUV,燃油,90
2024,1,江铃福特,途睿欧,MPV,燃油,90
2024,1,江汽集团,爱跑,两厢车,新能源,87
2024,1,广汽丰田,广汽丰田bZ4X,SUV,新能源,84
2024,1,小虎汽车,小虎EV,两厢车,新能源,84
2024,1,上汽大众斯柯达,明锐,MPV,燃油,79
2024,1,星途,星途追风C-DM,SUV,新能源,77
2024,1,蔚来,蔚来ES7,SUV,新能源,77
2024,1,华人运通,高合HiPhi Z,三厢车,新能源,75
2024,1,小鹏汽车,小鹏G3,SUV,新能源,72
2024,1,一汽奔腾,奔腾T99,SUV,燃油,70
2024,1,北京汽车制造厂,勇士,SUV,燃油,68
2024,1,东风标致,标致5008,SUV,燃油,67
2024,1,上汽集团,荣威iMAX8新能源,MPV,新能源,64
2024,1,沃尔沃亚太,沃尔沃XC40新能源,SUV,新能源,63
2024,1,上汽通用别克,别克E4,其他,新能源,61
2024,1,长城汽车,哈弗赤兔,SUV,燃油,59
2024,1,北汽新能源,极狐 阿尔法T,SUV,新能源,59
2024,1,广汽埃安,Aion LX,SUV,新能源,57
2024,1,凯翼汽车,轩度,三厢车,燃油,57
2024,1,长安福特,福特电马,SUV,新能源,56
2024,1,上汽集团,飞凡F7,两厢车,新能源,53
2024,1,东风日产,启辰星,SUV,燃油,51
2024,1,北汽新能源,极狐 阿尔法S,两厢车,新能源,48
2024,1,沃尔沃亚太,沃尔沃C40,其他,新能源,43
2024,1,江铃福特,领界,SUV,燃油,42
2024,1,江汽集团,江淮A5 PLUS,两厢车,燃油,37
2024,1,一汽红旗,红旗H7,三厢车,燃油,36
2024,1,上汽通用雪佛兰,创酷,SUV,燃油,36
2024,1,中国重汽VGV,VGV U75PLUS,SUV,燃油,34
2024,1,东风英菲尼迪,英菲尼迪QX50,SUV,燃油,27
2024,1,一汽奔腾,奔腾B70S,SUV,燃油,27
2024,1,海马汽车,海马8S,SUV,燃油,27
2024,1,长城汽车,哈弗神兽,SUV,燃油,26
2024,1,沃尔沃亚太,沃尔沃S60插电式混动,三厢车,新能源,24
2024,1,长安凯程,长安之星9EV,其他,新能源,24
2024,1,上汽大通,大通D60,SUV,燃油,24
2024,1,广汽本田,e:NP1 极湃1,SUV,新能源,23
2024,1,东风日产,探陆,SUV,燃油,21
2024,1,上汽集团,荣威RX9,SUV,燃油,21
2024,1,华人运通,高合HiPhi X,SUV,新能源,21
2024,1,一汽海马,海马7X新能源,MPV,新能源,20
2024,1,长安汽车,长安CS95,SUV,燃油,18
2024,1,江铃福特,撼路者,SUV,燃油,18
2024,1,东风雪铁龙,雪铁龙C6,三厢车,燃油,16
2024,1,一汽丰田,RAV4荣放双擎E+,SUV,新能源,12
2024,1,广汽丰田,威兰达新能源,SUV,新能源,11
2024,1,长城汽车,魏牌 拿铁DHT-PHEV,SUV,新能源,10
2024,1,一汽丰田,一汽丰田bZ4X,SUV,新能源,9
2024,1,江汽集团,花仙子,两厢车,新能源,8
2024,1,长城汽车,哈弗酷狗,SUV,燃油,7
2024,1,一汽奔腾,奔腾T77,SUV,燃油,6
2024,1,合创汽车,合创007,SUV,新能源,6
2024,1,上汽集团,名爵ZS,SUV,燃油,5
2024,1,吉利汽车,星越L增程电动版,SUV,新能源,5
2024,1,东风小康,风光ix5,SUV,燃油,5
2024,1,华晨宝马,宝马i5,三厢车,新能源,5
2024,1,长安马自达,马自达CX-30 EV,SUV,新能源,5
2024,1,一汽奥迪,奥迪Q2L e-tron,SUV,新能源,5
2024,1,一汽丰田,威驰,三厢车,燃油,4
2024,1,一汽丰田,威驰FS,两厢车,燃油,4
2024,1,一汽红旗,红旗金葵花国耀,SUV,燃油,4
2024,1,东风本田,享域,三厢车,燃油,3
2024,1,北京越野,北京越野BJ80,SUV,燃油,3
2024,1,奇瑞捷豹路虎,发现运动版新能源,SUV,新能源,2
2024,1,长安福特,福克斯,三厢车,燃油,2
2024,1,领克,领克01 EM-P,SUV,新能源,2
2024,1,北京现代,名图,三厢车,燃油,2
2024,1,北京现代,悦动,三厢车,燃油,2
2024,1,一汽奥迪,奥迪A6L新能源,三厢车,新能源,1
2024,1,智己汽车,智己L7,三厢车,新能源,1
2024,1,Polestar,Polestar 2,两厢车,新能源,1
2024,1,广汽本田新能源,绎乐,三厢车,新能源,1
2024,1,一汽奥迪,奥迪A6L新能源,三厢车,新能源,1
2024,1,智己汽车,智己L7,三厢车,新能源,1
2024,1,Polestar,Polestar 2,两厢车,新能源,1
2024,2,比亚迪,秦PLUS,三厢车,新能源,27851
2024,2,特斯拉中国,Model Y,SUV,新能源,22537
2024,2,AITO 问界,问界M7,SUV,新能源,21083
2024,2,东风日产,轩逸,三厢车,燃油,19878
2024,2,长安汽车,长安CS75PLUS,SUV,燃油,17303
2024,2,比亚迪,海鸥,两厢车,新能源,14403
2024,2,上汽大众,朗逸,三厢车,燃油,14400
2024,2,一汽-大众,速腾,三厢车,燃油,14209
2024,2,比亚迪,宋PLUS新能源,SUV,新能源,12693
2024,2,上汽通用五菱,宏光MINIEV,运动汽车,新能源,12649
2024,2,上汽大众,帕萨特,三厢车,燃油,11641
2024,2,北京奔驰,奔驰GLC,SUV,燃油,11435
2024,2,北京奔驰,奔驰C级,三厢车,新能源,11303
2024,2,一汽丰田,卡罗拉锐放,SUV,燃油,11017
2024,2,长城汽车,哈弗H6,SUV,燃油,10848
2024,2,广汽丰田,锋兰达,SUV,燃油,10774
2024,2,一汽-大众,迈腾,三厢车,燃油,10217
2024,2,上汽大众,途观L,SUV,燃油,10214
2024,2,吉利汽车,星越L,SUV,燃油,10138
2024,2,一汽奥迪,奥迪A6L,三厢车,燃油,10019
2024,2,华晨宝马,宝马3系,三厢车,燃油,9929
2024,2,一汽红旗,红旗H5,三厢车,燃油,9786
2024,2,吉利汽车,星瑞,三厢车,燃油,9746
2024,2,比亚迪,宋Pro新能源,SUV,新能源,9386
2024,2,比亚迪,海豚,两厢车,新能源,9213
2024,2,北京奔驰,奔驰E级,三厢车,燃油,8900
2024,2,长安汽车,逸动,三厢车,新能源,8683
2024,2,理想,理想L7,SUV,新能源,8459
2024,2,奇瑞汽车,瑞虎8,SUV,燃油,8296
2024,2,比亚迪,元PLUS,SUV,新能源,8210
2024,2,吉利汽车,帝豪,三厢车,燃油,8162
2024,2,上汽通用五菱,五菱缤果,两厢车,新能源,8087
2024,2,奇瑞汽车,捷途X70,SUV,燃油,7828
2024,2,上汽通用五菱,五菱宏光,其他,燃油,7726
2024,2,一汽奥迪,奥迪Q5L,SUV,燃油,7676
2024,2,特斯拉中国,Model 3,三厢车,新能源,7604
2024,2,华晨宝马,宝马X3,SUV,燃油,7482
2024,2,东风本田,思域,三厢车,燃油,7420
2024,2,上汽大众,途岳,SUV,燃油,7366
2024,2,吉利汽车,博越L,SUV,燃油,7232
2024,2,广汽丰田,威兰达,SUV,燃油,7225
2024,2,一汽-大众,宝来,三厢车,燃油,7221
2024,2,奇瑞汽车,艾瑞泽8,三厢车,燃油,7160
2024,2,长安汽车,长安UNI-V,两厢车,燃油,7135
2024,2,北京现代,伊兰特,三厢车,燃油,7066
2024,2,东风本田,本田CR-V,SUV,燃油,7046
2024,2,广汽丰田,雷凌,三厢车,燃油,7041
2024,2,广汽丰田,凯美瑞,三厢车,燃油,6971
2024,2,上汽大众,凌渡,三厢车,燃油,6963
2024,2,比亚迪,驱逐舰05,三厢车,新能源,6953
2024,2,东风日产,逍客,SUV,燃油,6680
2024,2,一汽-大众,探岳,SUV,燃油,6627
2024,2,一汽奥迪,奥迪A4L,三厢车,燃油,6597
2024,2,长安汽车,长安欧尚Z6,SUV,燃油,6591
2024,2,广汽本田,雅阁,三厢车,燃油,6519
2024,2,一汽红旗,红旗HS5,SUV,燃油,6463
2024,2,华晨宝马,宝马X5,SUV,燃油,6453
2024,2,理想,理想L9,SUV,新能源,6336
2024,2,比亚迪,汉,三厢车,新能源,5970
2024,2,一汽丰田,RAV4荣放,SUV,燃油,5947
2024,2,华晨宝马,宝马X1,SUV,燃油,5917
2024,2,广汽埃安,AION Y,SUV,新能源,5794
2024,2,广汽本田,型格,三厢车,燃油,5691
2024,2,上汽通用五菱,五菱星光,三厢车,新能源,5647
2024,2,长安汽车,长安欧尚X5 PLUS,SUV,燃油,5565
2024,2,长安汽车,长安CS55PLUS,SUV,燃油,5545
2024,2,广汽埃安,AION S,三厢车,新能源,5462
2024,2,理想,理想L8,SUV,新能源,5457
2024,2,长城汽车,哈弗大狗,SUV,燃油,5451
2024,2,广汽本田,皓影,SUV,燃油,5341
2024,2,比亚迪,宋L EV,SUV,新能源,5265
2024,2,AITO 问界,问界M9,SUV,新能源,5251
2024,2,上汽通用五菱,五菱荣光V,其他,燃油,5189
2024,2,吉利汽车,熊猫,两厢车,新能源,5188
2024,2,奇瑞汽车,捷途旅行者,SUV,燃油,4974
2024,2,吉利汽车,银河L7,SUV,新能源,4775
2024,2,东风日产,天籁,三厢车,燃油,4764
2024,2,上汽集团,荣威i6 MAX新能源,三厢车,新能源,4682
2024,2,上汽集团,荣威i5,三厢车,燃油,4682
2024,2,一汽-大众捷达,捷达VS5,SUV,燃油,4594
2024,2,吉利汽车,缤越,SUV,燃油,4506
2024,2,广汽丰田,汉兰达,SUV,燃油,4430
2024,2,上汽通用别克,别克GL8,MPV,燃油,4392
2024,2,腾势汽车,腾势D9,MPV,新能源,4219
2024,2,极氪,极氪007,三厢车,新能源,4204
2024,2,深蓝汽车,深蓝S07,SUV,新能源,4202
2024,2,广汽丰田,赛那SIENNA,MPV,燃油,4109
2024,2,吉利汽车,博越,SUV,燃油,4044
2024,2,华晨宝马,宝马5系,三厢车,新能源,4019
2024,2,深蓝汽车,深蓝SL03,两厢车,新能源,3987
2024,2,比亚迪,唐新能源,SUV,新能源,3987
2024,2,领克,领克03,三厢车,燃油,3981
2024,2,一汽红旗,红旗E-QM5,三厢车,新能源,3968
2024,2,上汽通用凯迪拉克,凯迪拉克CT5,三厢车,燃油,3921
2024,2,长安汽车,长安Lumin,两厢车,新能源,3845
2024,2,上汽大众,大众ID.3,两厢车,新能源,3803
2024,2,上汽通用别克,君威,三厢车,燃油,3666
2024,2,奇瑞汽车,瑞虎7,SUV,燃油,3652
2024,2,长城汽车,坦克300,SUV,燃油,3458
2024,2,东风乘用车,东风风神L7,其他,新能源,3453
2024,2,上汽通用别克,威朗,三厢车,燃油,3448
2024,2,沃尔沃亚太,沃尔沃XC60,SUV,新能源,3441
2024,2,领克,领克08 EM-P,SUV,新能源,3419
2024,2,长安汽车,逸达,三厢车,燃油,3405
2024,2,上汽集团,MG5,三厢车,燃油,3384
2024,2,长安福特,蒙迪欧,三厢车,燃油,3381
2024,2,广汽乘用车,传祺M6,MPV,燃油,3334
2024,2,一汽-大众,高尔夫,两厢车,燃油,3245
2024,2,上汽通用五菱,五菱佳辰,MPV,燃油,3086
2024,2,一汽-大众,T-ROC探歌,SUV,燃油,3064
2024,2,上汽通用五菱,五菱星驰,SUV,燃油,3024
2024,2,吉利汽车,豪越L,SUV,燃油,3008
2024,2,一汽奔腾,奔腾B70,三厢车,燃油,3002
2024,2,长安启源,长安启源A05,三厢车,新能源,2987
2024,2,领克,领克06,SUV,燃油,2971
2024,2,蔚来,蔚来ES6,SUV,新能源,2959
2024,2,奇瑞汽车,捷途X90,SUV,燃油,2889
2024,2,一汽奥迪,奥迪A3,三厢车,燃油,2884
2024,2,华晨宝马,宝马i3,三厢车,新能源,2870
2024,2,上汽通用雪佛兰,科鲁泽,三厢车,燃油,2810
2024,2,一汽丰田,卡罗拉,三厢车,燃油,2743
2024,2,一汽红旗,红旗HS3,SUV,燃油,2742
2024,2,广汽乘用车,传祺GS3,SUV,燃油,2741
2024,2,一汽丰田,亚洲龙,三厢车,燃油,2739
2024,2,上汽通用五菱,五菱星辰,SUV,燃油,2710
2024,2,极氪,极氪001,两厢车,新能源,2663
2024,2,长安汽车,长安CS35PLUS,SUV,燃油,2633
2024,2,一汽丰田,格瑞维亚,MPV,燃油,2541
2024,2,上汽通用别克,微蓝6,两厢车,新能源,2535
2024,2,奇瑞汽车,瑞虎9,SUV,燃油,2530
2024,2,上汽大众,途昂,SUV,燃油,2496
2024,2,上汽通用五菱,五菱荣光,其他,燃油,2450
2024,2,东风日产,奇骏,SUV,燃油,2427
2024,2,长安汽车,长安欧尚X7 PLUS,SUV,燃油,2407
2024,2,合众汽车,哪吒X,SUV,新能源,2338
2024,2,比亚迪,海豹,三厢车,新能源,2319
2024,2,方程豹,豹5,SUV,新能源,2310
2024,2,北京奔驰,奔驰A级,三厢车,燃油,2309
2024,2,北京现代,途胜,SUV,燃油,2305
2024,2,一汽-大众,一汽-大众CC,三厢车,燃油,2287
2024,2,零跑汽车,零跑C10,SUV,新能源,2266
2024,2,吉利汽车,银河L6,三厢车,新能源,2256
2024,2,一汽奥迪,奥迪Q3,SUV,燃油,2245
2024,2,华晨宝马,宝马iX3,SUV,新能源,2177
2024,2,东风乘用车,奕炫,三厢车,燃油,2151
2024,2,上汽集团,MG7,三厢车,燃油,2139
2024,2,奇瑞汽车,探索06,SUV,燃油,2138
2024,2,长城汽车,魏牌 蓝山,SUV,新能源,2108
2024,2,吉利汽车,银河E8,三厢车,新能源,2089
2024,2,北京现代,北京现代ix35,SUV,燃油,2085
2024,2,奇瑞汽车,捷途大圣,SUV,燃油,2077
2024,2,广汽乘用车,传祺M8,MPV,燃油,2070
2024,2,吉利几何,吉利几何E萤火虫,SUV,新能源,2044
2024,2,零跑汽车,零跑T03,两厢车,新能源,2043
2024,2,长城汽车,坦克500新能源,SUV,新能源,2034
2024,2,长城汽车,哈弗猛龙新能源,SUV,新能源,2003
2024,2,蔚来,蔚来ET5T,MPV,新能源,1983
2024,2,奇瑞新能源,QQ冰淇淋,两厢车,新能源,1970
2024,2,江铃福特,领睿,SUV,燃油,1934
2024,2,赛力斯蓝电,蓝电E5,SUV,新能源,1915
2024,2,长安汽车,欧尚Z6新能源,SUV,新能源,1891
2024,2,长安马自达,马自达3 昂克赛拉,三厢车,燃油,1873
2024,2,广汽本田,飞度,两厢车,燃油,1844
2024,2,上汽通用别克,昂科威Plus,SUV,燃油,1781
2024,2,奇瑞汽车,艾瑞泽5,三厢车,燃油,1775
2024,2,沃尔沃亚太,沃尔沃S90,三厢车,燃油,1770
2024,2,长安启源,长安启源Q05经典,SUV,新能源,1749
2024,2,一汽-大众捷达,捷达VA3,三厢车,燃油,1736
2024,2,一汽-大众,揽巡,SUV,燃油,1735
2024,2,长安马自达,马自达CX-5,SUV,燃油,1733
2024,2,长城新能源,欧拉好猫,两厢车,新能源,1731
2024,2,长安启源,长安启源A07,两厢车,新能源,1723
2024,2,一汽-大众捷达,捷达VS7,SUV,燃油,1720
2024,2,东风本田,本田HR-V,SUV,燃油,1715
2024,2,广汽乘用车,影豹,三厢车,燃油,1714
2024,2,大运汽车,悦虎,SUV,新能源,1712
2024,2,北京越野,北京越野BJ40,SUV,燃油,1692
2024,2,一汽丰田,丰田bZ3,三厢车,新能源,1674
2024,2,东风汽车,纳米01,两厢车,新能源,1668
2024,2,零跑汽车,零跑C11,SUV,新能源,1661
2024,2,上汽大众,Polo,三厢车,燃油,1636
2024,2,长城汽车,坦克400新能源,SUV,新能源,1539
2024,2,吉利几何,吉利几何A,三厢车,新能源,1531
2024,2,广汽本田,缤智,SUV,燃油,1520
2024,2,智己汽车,智己LS6,SUV,新能源,1491
2024,2,东风风行,菱智,MPV,燃油,1479
2024,2,星途,星途凌云,SUV,燃油,1467
2024,2,东风本田,英仕派,三厢车,燃油,1458
2024,2,小鹏汽车,小鹏X9,MPV,新能源,1448
2024,2,长城汽车,哈弗M6,SUV,燃油,1446
2024,2,岚图汽车,岚图梦想家,MPV,新能源,1406
2024,2,一汽丰田,皇冠陆放,SUV,燃油,1403
2024,2,东风乘用车,东风风神E70,三厢车,新能源,1400
2024,2,上汽通用五菱,五菱之光,其他,燃油,1362
2024,2,阿维塔科技,阿维塔12,三厢车,新能源,1315
2024,2,东风本田,本田XR-V,SUV,燃油,1313
2024,2,一汽-大众,ID.4 CROZZ,SUV,新能源,1299
2024,2,广汽丰田,威飒,SUV,燃油,1286
2024,2,广汽乘用车,传祺E8,MPV,新能源,1280
2024,2,岚图汽车,岚图FREE,SUV,新能源,1260
2024,2,蔚来,蔚来ET5,三厢车,新能源,1249
2024,2,长安福特,锐界,SUV,燃油,1231
2024,2,奇瑞汽车,瑞虎5x,SUV,燃油,1226
2024,2,长安林肯,航海家,SUV,燃油,1225
2024,2,星途,星途瑶光,SUV,燃油,1221
2024,2,上汽集团,荣威D7,三厢车,新能源,1216
2024,2,蔚来,蔚来EC6,其他,新能源,1209
2024,2,东风日产,骐达TIIDA,两厢车,燃油,1200
2024,2,东风雪铁龙,凡尔赛C5 X,两厢车,燃油,1198
2024,2,小鹏汽车,小鹏G6,其他,新能源,1161
2024,2,广汽本田,奥德赛,MPV,燃油,1151
2024,2,一汽-大众,揽境,SUV,燃油,1119
2024,2,北京汽车,北京EU5,三厢车,新能源,1110
2024,2,长安汽车,长安UNI-T,SUV,燃油,1109
2024,2,广汽乘用车,传祺GS8,SUV,燃油,1108
2024,2,上汽大众,ID.4 X,SUV,新能源,1100
2024,2,合众汽车,哪吒S,三厢车,新能源,1090
2024,2,悦达起亚,起亚K3,三厢车,燃油,1089
2024,2,比亚迪,元pro,SUV,新能源,1083
2024,2,广汽乘用车,影酷,SUV,燃油,1074
2024,2,上汽通用别克,世纪,MPV,燃油,1071
2024,2,吉利汽车,缤瑞,三厢车,燃油,1049
2024,2,奇瑞新能源,小蚂蚁,两厢车,新能源,1020
2024,2,上汽集团,荣威RX5,SUV,燃油,1012
2024,2,上汽通用凯迪拉克,凯迪拉克XT5,SUV,燃油,1010
2024,2,广汽本田,冠道,SUV,燃油,1005
2024,2,长安林肯,冒险家,SUV,燃油,947
2024,2,比亚迪,秦新能源,三厢车,新能源,923
2024,2,长安福特,探险者,SUV,燃油,909
2024,2,长安汽车,锐程PLUS,三厢车,燃油,906
2024,2,AITO 问界,问界M5,SUV,新能源,906
2024,2,长安汽车,长安UNI-K,SUV,燃油,905
2024,2,奇瑞捷豹路虎,揽胜极光,SUV,燃油,901
2024,2,北京奔驰,奔驰GLA,SUV,燃油,900
2024,2,沃尔沃亚太,沃尔沃S60,三厢车,新能源,890
2024,2,东风本田,艾力绅,MPV,燃油,870
2024,2,上汽通用别克,君越,三厢车,燃油,868
2024,2,小鹏汽车,小鹏G9,SUV,新能源,861
2024,2,鑫源汽车,金海狮,其他,燃油,861
2024,2,小鹏汽车,小鹏P7,三厢车,新能源,836
2024,2,一汽红旗,红旗H6,两厢车,燃油,823
2024,2,东风日产,劲客,SUV,燃油,806
2024,2,LUXCEED 智界,智界S7,三厢车,新能源,794
2024,2,东风日产,启辰大V DD-i,SUV,新能源,792
2024,2,奇瑞汽车,瑞虎3x,SUV,燃油,790
2024,2,上汽通用五菱,宝骏悦也,SUV,新能源,788
2024,2,广汽丰田,丰田C-HR,SUV,燃油,780
2024,2,仰望,仰望U8,SUV,新能源,780
2024,2,吉利新能源,帝豪新能源,三厢车,新能源,775
2024,2,SWM斯威汽车,SWM斯威G05,SUV,燃油,771
2024,2,长安凯程,欧诺S,其他,燃油,768
2024,2,北京奔驰,奔驰GLB,SUV,燃油,764
2024,2,悦达起亚,狮铂拓界,SUV,燃油,752
2024,2,一汽奥迪,奥迪Q4 e-tron,SUV,新能源,750
2024,2,上汽通用凯迪拉克,凯迪拉克XT4,SUV,燃油,746
2024,2,东风日产,启辰大V,SUV,燃油,744
2024,2,一汽奔腾,奔腾T90,SUV,燃油,738
2024,2,奇瑞捷豹路虎,发现运动,SUV,燃油,730
2024,2,奇瑞汽车,捷途X70S EV,SUV,新能源,727
2024,2,上汽大通,大通G50,MPV,燃油,725
2024,2,长安福特,锐际,SUV,燃油,721
2024,2,比亚迪,护卫舰07,SUV,新能源,705
2024,2,比亚迪,比亚迪e2,两厢车,新能源,699
2024,2,悦达起亚,赛图斯,SUV,燃油,697
2024,2,东风乘用车,皓极,SUV,燃油,691
2024,2,上汽大众,威然,MPV,燃油,685
2024,2,领克,领克09 EM-P,SUV,新能源,683
2024,2,江汽集团,瑞风M3,MPV,燃油,674
2024,2,郑州日产,帕拉丁,SUV,燃油,673
2024,2,奇瑞汽车,风云A8,三厢车,新能源,668
2024,2,广汽乘用车,传祺GS4,SUV,燃油,664
2024,2,SWM斯威汽车,SWM斯威G01,SUV,燃油,658
2024,2,凯翼汽车,炫界,SUV,燃油,646
2024,2,广汽乘用车,传祺E9,MPV,新能源,639
2024,2,东风日产,启辰D60EV,三厢车,新能源,632
2024,2,一汽奥迪,奥迪Q2L,SUV,燃油,629
2024,2,曹操汽车,曹操60,其他,新能源,626
2024,2,福建奔驰,奔驰V级,MPV,燃油,602
2024,2,合创汽车,合创Z03,SUV,新能源,601
2024,2,零跑汽车,零跑C01,三厢车,新能源,596
2024,2,福建奔驰,威霆,MPV,燃油,594
2024,2,广汽埃安,AION V,SUV,新能源,589
2024,2,广汽本田,ZR-V 致在,SUV,燃油,587
2024,2,阿维塔科技,阿维塔11,SUV,新能源,579
2024,2,上汽奥迪,奥迪A7L,三厢车,燃油,577
2024,2,一汽红旗,红旗H9,三厢车,燃油,562
2024,2,ROX极石,极石01,SUV,新能源,552
2024,2,长城汽车,哈弗枭龙MAX,SUV,新能源,543
2024,2,一汽丰田,凌放HARRIER,SUV,燃油,540
2024,2,东风小康,风光MINIEV,两厢车,新能源,537
2024,2,合众汽车,哪吒AYA,SUV,新能源,536
2024,2,北京汽车制造厂,锐胜王牌M7,MPV,燃油,531
2024,2,一汽-大众,大众ID.7 VIZZION,两厢车,新能源,523
2024,2,岚图汽车,岚图追光,三厢车,新能源,516
2024,2,吉利汽车,吉利ICON,SUV,燃油,511
2024,2,奇瑞汽车,捷途山海L9,SUV,新能源,510
2024,2,东风本田,本田UR-V,SUV,燃油,509
2024,2,领克,领克06 EM-P,SUV,新能源,503
2024,2,一汽-大众,迈腾 PHEV,三厢车,新能源,502
2024,2,星途,星途ES,三厢车,新能源,482
2024,2,smart,smart精灵#1,SUV,新能源,470
2024,2,一汽奥迪,奥迪Q5L Sportback,其他,燃油,463
2024,2,广汽丰田,凌尚,三厢车,燃油,462
2024,2,鑫源汽车,新海狮EV,其他,新能源,457
2024,2,长城汽车,哈弗大狗 PLUS 新能源,SUV,新能源,451
2024,2,长安汽车,逸动新能源,三厢车,新能源,449
2024,2,奇瑞捷豹路虎,捷豹XEL,三厢车,燃油,447
2024,2,一汽-大众,探岳X,其他,燃油,438
2024,2,上汽通用五菱,五菱凯捷,MPV,燃油,431
2024,2,一汽红旗,红旗HS7,SUV,燃油,420
2024,2,广汽乘用车,传祺ES9,SUV,新能源,418
2024,2,SWM斯威汽车,SWM斯威大虎,SUV,燃油,414
2024,2,蔚来,蔚来ES8,SUV,新能源,414
2024,2,极氪,极氪X,SUV,新能源,411
2024,2,江汽集团,瑞风E3,MPV,新能源,410
2024,2,沃尔沃亚太,沃尔沃XC40,SUV,燃油,406
